,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehículo,tipo_persona,rango_edad,sexo,cod_lesividad,tipo_lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,tipo_vehiculo,lesividad
519,2021S013974,05/08/2021,19:50:00,PASEO. MELANCOLICOS / CALL. SAN ALEJANDRO,47,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,438.858.914,4.472.913.125,N,,,
520,2021S013975,05/08/2021,20:12:00,"AVDA. ALBUFERA, 323",323,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,446.487.743,4.470.464.669,N,,,
521,2021S013982,06/08/2021,0:15:00,AVDA. HELLIN / CALL. ALBERIQUE,21,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,447.776.042,4.475.616.798,N,,,
522,2021S013998,05/08/2021,10:50:00,AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO,81,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.768.534,4.472.496.809,N,,,
523,2021S014018,05/08/2021,21:55:00,"CALL. RIBERA DE CURTIDORES, 47",47,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.011.904,4.472.943.975,N,,,
524,2021S014084,07/08/2021,19:20:00,"PASEO. CASTELLANA, 81",81,6,TETUÁN,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3.0,Ingreso superior a 24 horas,441.381.234,4.477.684.588,N,,,
525,2021S014088,07/08/2021,22:10:00,"CALL. CONGOSTO, 14",14,18,VILLA DE VALLECAS,Otro,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,,,447.398.740,4.469.565.721,N,,,
526,2021S014097,07/08/2021,1:03:00,"PASEO. RECOLETOS, 41",41,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.407.927,4.475.098.332,N,,,
527,2021S014116,08/08/2021,13:50:00,"CALL. INFANTAS, 3",3,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.550.465,4.474.726.696,N,,,
528,2021S014130,08/08/2021,17:30:00,"PASEO. FERNAN NUÑEZ, 26",26,3,RETIRO,Otro,Despejado,Bicicleta,Conductor,De 6 a 9 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.267.002,4.474.388.614,N,,,
529,2021S014146,04/08/2021,12:00:00,CTRA. CIUDAD UNIVERSITARIA / PQUE. CASA DE CAMPO,0,9,MONCLOA-ARAVACA,Solo salida de la vía,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,435.839.639,4.477.105.093,N,,,
530,2021S014147,08/08/2021,8:40:00,"PASEO. YESERIAS, 33",33,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,14.0,Sin asistencia sanitaria,439.885.148,4.472.196.827,N,,,
531,2021S014148,08/08/2021,10:20:00,CALL. NURIA / CALL. LA MASO,1,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,,,439.840.784,4.482.856.542,N,,,
532,2021S014148,08/08/2021,10:20:00,CALL. NURIA / CALL. LA MASO,1,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,Bicicleta,Peatón,De 40 a 44 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,439.840.784,4.482.856.542,N,,,
533,2021S014174,09/08/2021,20:02:00,CALL. MINERVA / CALL. CAMPO DE LA TORRE,58,19,VICÁLVARO,Colisión lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,448.598.535,4.472.008.446,N,,,
534,2021S014182,09/08/2021,23:34:00,"AVDA. PABLO IGLESIAS, 40",40,6,TETUÁN,Colisión lateral,,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,439.831.671,4.477.851.118,S,,,
535,2021S014189,09/08/2021,10:45:00,"CTRA. CANILLAS, 122",122,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14.0,Sin asistencia sanitaria,445.588.412,4.479.519.307,N,,,
536,2021S014193,29/07/2021,13:30:00,"CALL. FERRAZ, 39",39,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,14.0,Sin asistencia sanitaria,438.939.106,4.475.591.000,N,,,
537,2021S014240,10/08/2021,16:50:00,PLAZA. BEATA MARIA ANA DE JESUS / CALL. EMBAJADORES,14,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.041.903,4.471.749.213,N,,,
538,2021S014406,14/08/2021,2:30:00,"CALL. BRAVO MURILLO, 211",211,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.444.065,4.478.606.808,N,,,
539,2021S014441,14/08/2021,16:00:00,"RONDA. TOLEDO, 14",14,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,439.956.504,4.473.040.757,N,,,
540,2021S014441,14/08/2021,16:00:00,"RONDA. TOLEDO, 14",14,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,14.0,Sin asistencia sanitaria,439.956.504,4.473.040.757,N,,,
541,2021S014452,15/08/2021,21:35:00,"CALL. PALAFOX, 4A",4A,7,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14.0,Sin asistencia sanitaria,440.547.930,4.475.770.322,N,,,
542,2021S014452,15/08/2021,21:35:00,"CALL. PALAFOX, 4A",4A,7,CHAMBERÍ,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 6 a 9 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,440.547.930,4.475.770.322,N,,,
543,2021S014459,16/08/2021,7:40:00,"CALL. ALCALA, 71",71,4,SALAMANCA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,441.684.776,4.474.624.229,N,,,
544,2021S014570,19/08/2021,1:30:00,AVDA. OPORTO / TRVA. ANTONIA LANCHA,8,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,438.907.156,4.470.777.130,S,,,
545,2021S014602,19/08/2021,20:00:00,CALL. NUMANCIA / AVDA. PABLO IGLESIAS,2,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,439.530.531,4.478.287.869,N,,,
546,2021S014625,19/08/2021,11:30:00,"CALL. ARTURO SORIA, 71",71,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,,,445.149.000,4.477.385.147,N,,,
547,2021S014685,21/08/2021,18:35:00,PASEO. FERNAN NUÑEZ / PASEO. BOLIVIA,1,3,RETIRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.704.684,4.473.490.720,N,,,
548,2021S014685,21/08/2021,18:35:00,PASEO. FERNAN NUÑEZ / PASEO. BOLIVIA,1,3,RETIRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Pasajero,De 6 a 9 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.704.684,4.473.490.720,N,,,
549,2021S014709,22/08/2021,9:15:00,CALL. TOLEDO / CALL. CONCEPCION JERONIMA,1,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,439.977.605,4.473.902.544,N,,,
550,2021S014709,22/08/2021,9:15:00,CALL. TOLEDO / CALL. CONCEPCION JERONIMA,1,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,14.0,Sin asistencia sanitaria,439.977.605,4.473.902.544,N,,,
551,2021S014828,24/08/2021,22:10:00,"AVDA. COMPLUTENSE, 40",40,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,438.177.585,4.478.380.041,N,,,
552,2021S014841,25/08/2021,11:55:00,AVDA. BLAS DE LEZO / CALL. CERRO DEL CAMPO,26,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,453.118.184,4.472.888.911,N,,,
553,2021S014844,25/08/2021,14:50:00,CALLE SERRANO 240,240,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,442.563.489,4.478.485.869,N,,,
554,2021S014868,25/08/2021,5:50:00,CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI,72,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,444.645.654,4.473.899.120,N,,,
555,2021S014870,26/08/2021,8:20:00,AVDA. REAL DE PINTO / CALL. SAN NORBERTO,32,17,VILLAVERDE,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,439.891.635,4.465.732.789,N,,,
556,2021S014934,27/08/2021,10:40:00,"CALL. ALCALA, 81",81,4,SALAMANCA,Caída,,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,441.776.085,4.474.669.681,N,,,
557,2021S014984,28/08/2021,10:20:00,CALL. SAN DALMACIO / CALL. SAN NORBERTO,43,17,VILLAVERDE,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.722.181,4.465.766.006,N,,,
558,2021S015034,29/08/2021,19:26:00,"CALL. ALCALA, 249",249,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,443.988.144,4.475.885.799,N,,,
559,2021S015036,29/08/2021,19:20:00,CALL. AZCONA / CALL. AMOROS,27,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,443.284.503,4.476.215.307,N,,,
560,2021S015057,30/08/2021,8:25:00,"CALL. EMBAJADORES, 320",320,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,442.239.517,4.469.158.539,N,,,
561,2021S015139,31/08/2021,16:15:00,PASEO. MARQUES DE MONISTROL / CTRA. DEHESA DE LA VILLA,140,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,436.945.095,4.478.702.620,N,,,
562,2021S015141,30/08/2021,21:38:00,"PASEO. RECOLETOS, 15",15,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.296.383,4.474.785.209,N,,,
563,2021S015143,31/08/2021,17:35:00,"PASEO. VENEZUELA, 1",1,3,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.015.607,4.474.049.543,N,,,
564,2021S015154,31/08/2021,20:25:00,CALL. O'DONNELL / CALL. MAIQUEZ,46,3,RETIRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,3.0,Ingreso superior a 24 horas,442.895.625,4.474.736.203,N,,,
565,2021S015169,31/08/2021,8:00:00,PASEO. DELICIAS / PLAZA. EMPERADOR CARLOS V,1,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.282.663,4.473.320.923,N,,,
566,2021S015273,02/09/2021,18:10:00,"PLAZA. CORTES, 1",1,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.878.359,4.474.166.425,N,,,
567,2021S015273,02/09/2021,18:10:00,"PLAZA. CORTES, 1",1,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 6 a 9 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.878.359,4.474.166.425,N,,,
568,2021S015309,02/09/2021,7:50:00,CALL. O'DONNELL / CALL. DOCTOR ESQUERDO,50,3,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,443.027.115,4.474.728.616,N,,,
569,2021S015317,03/09/2021,13:15:00,"CALL. FUENCARRAL, 83",83,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,14.0,Sin asistencia sanitaria,440.515.942,4.475.289.173,N,,,
570,2021S015357,03/09/2021,20:00:00,"AUTOV. A-5, +00800S",+00800S,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,432.940.670,4.470.208.408,N,,,
571,2021S015417,03/09/2021,19:35:00,CALL. CORREGIDOR DIEGO DE VALDERRABANO / CALL. ALFREDO BRAÑAS,25,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,Desconocido,Desconocido,14.0,Sin asistencia sanitaria,444.171.530,4.473.712.765,N,,,
572,2021S015453,04/09/2021,14:10:00,"AVDA. DAROCA, 91",91,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,445.154.965,4.475.339.913,N,,,
573,2021S015480,05/09/2021,16:15:00,CALL. SERRANO / CALL. PRINCIPE DE VERGARA,240,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14.0,Sin asistencia sanitaria,442.565.726,4.478.489.671,N,,,
574,2021S015508,05/09/2021,10:00:00,"AUTOV. M-607, +01700S CARRIL BICI ACCESO ALCOBENDA",+01700S,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440.878.537,4.488.049.001,N,,,
575,2021S015508,05/09/2021,10:00:00,"AUTOV. M-607, +01700S CARRIL BICI ACCESO ALCOBENDA",+01700S,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,440.878.537,4.488.049.001,N,,,
576,2021S015513,05/09/2021,9:40:00,AVDA. MONASTERIO DE SILOS / GTA. SANTUARIO DE TISCAR,14,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,439.632.756,4.483.884.267,N,,,
577,2021S015545,06/09/2021,16:25:00,"PNTE. REY, 0",0,1,CENTRO,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,14.0,Sin asistencia sanitaria,438.769.788,4.474.492.805,N,,,
578,2021S015586,06/09/2021,11:45:00,"CALL. VEZA, 12",12,6,TETUÁN,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.958.990,4.479.681.321,N,,,
579,2021S015598,07/09/2021,14:30:00,"AVDA. CERRO MILANO, 141",141,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,450.153.898,4.468.347.603,N,,,
580,2021S015626,07/09/2021,20:50:00,"CALL. SAN BERNARDO, 77",77,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,440.080.724,4.475.457.161,N,,,
581,2021S015630,07/09/2021,22:30:00,CALL. SAN BERNARDO / CALL. QUIÑONES,71,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,440.078.636,4.475.439.937,N,,,
582,2021S015648,07/09/2021,12:30:00,CALL. FUENTE CARRANTONA / AUTOV. M-23,61,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,446.827.241,4.473.982.475,N,,,
583,2021S015690,07/09/2021,17:10:00,"PASEO. CHOPERA, 41",41,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Mujer,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.657.163,4.471.726.695,N,,,
584,2021S015690,07/09/2021,17:10:00,"PASEO. CHOPERA, 41",41,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 65 a 69 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,440.657.163,4.471.726.695,N,,,
585,2021S015707,08/09/2021,19:30:00,"CALL. PINTORA ANGELES SANTOS, 13",13,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,443.260.857,4.472.002.783,N,,,
586,2021S015714,08/09/2021,20:01:00,"AVDA. FRANCISCO JAVIER SAENZ DE OIZA, 4",4,16,HORTALEZA,Atropello a animal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,445.964.977,4.482.936.137,N,,,
587,2021S015761,08/09/2021,20:20:00,AUTOP. R-3 / CANI,0,19,VICÁLVARO,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,448.273.594,4.473.846.884,N,,,
588,2021S015821,04/09/2021,10:15:00,"PASEO. PIÑONERO, 4",4,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,437.805.961,4.475.155.104,N,,,
589,2021S015838,05/09/2021,20:11:00,"PQUE. MADRID RIO, +00750E",+00750E,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,441.284.676,4.470.533.089,N,,,
590,2021S015891,11/09/2021,3:25:00,"CALL. MARIA DE MOLINA, 4",4,4,SALAMANCA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,441.508.728,4.476.586.984,N,,,
591,2021S015898,11/09/2021,6:45:00,CALL. POETA JOAN MARAGALL / CALL. SAN GERMAN,14,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,3.0,Ingreso superior a 24 horas,441.299.812,4.478.625.952,N,,,
592,2021S015996,12/09/2021,15:45:00,"CALL. BRETON DE LOS HERREROS, 46",46,7,CHAMBERÍ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,441.071.296,4.476.757.340,N,,,
593,2021S016048,13/09/2021,9:15:00,"CALL. EDISON, 4",4,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,5.0,Asistencia sanitaria ambulatoria con posterioridad,442.265.092,4.476.785.557,N,,,
594,2021S016114,11/09/2021,11:35:00,CALL. MARCELO USERA / CALL. PILARICA,1,12,USERA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,,,440.298.893,4.470.847.908,N,,,
595,2021S016161,14/09/2021,22:05:00,"CALL. DOCTOR ESQUERDO, 125",125,3,RETIRO,Alcance,Lluvia débil,Bicicleta,Conductor,De 45 a 49 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,443.180.638,4.473.660.218,N,,,
596,2021S016174,12/09/2021,13:20:00,"PASEO. PIÑONERO, 4",4,9,MONCLOA-ARAVACA,Atropello a persona,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,14.0,Sin asistencia sanitaria,436.767.339,4.476.625.212,N,,,
597,2021S016174,12/09/2021,13:20:00,"PASEO. PIÑONERO, 4",4,9,MONCLOA-ARAVACA,Atropello a persona,Despejado,Bicicleta,Peatón,De 50 a 54 años,Mujer,5.0,Asistencia sanitaria ambulatoria con posterioridad,436.767.339,4.476.625.212,N,,,
598,2021S016203,14/09/2021,21:45:00,CALL. DOCTOR ESQUERDO / CALL. AYALA,4,4,SALAMANCA,Colisión fronto-lateral,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,,,443.282.490,4.475.349.158,N,,,
599,2021S016232,15/09/2021,18:30:00,CALL. ALCALA / CALL. NUÑEZ DE BALBOA,99,4,SALAMANCA,Colisión frontal,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.018.143,4.474.753.557,N,,,
600,2021S016254,15/09/2021,22:25:00,"CALL. O'DONNELL, 8",8,3,RETIRO,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,442.447.321,4.474.766.960,N,,,
601,2021S016330,17/09/2021,9:21:00,"CALL. JORGE JUAN, 21",21,4,SALAMANCA,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,1.0,Atención en urgencias sin posterior ingreso,441.912.339,4.475.023.816,N,,,
602,2021S016348,17/09/2021,14:55:00,CALL. JOSE MARIA PEREDA / CALL. HERMANOS MACHADO,77,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2.0,Ingreso inferior o igual a 24 horas,445.081.894,4.475.451.271,N,,,
603,2021S016385,17/09/2021,21:30:00,CALL. ALCALA / CALL. NUÑEZ DE BALBOA,103,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,442.039.057,4.474.761.554,N,,,
604,2021S016416,18/09/2021,4:30:00,CALL. LUISA FERNANDA / CALL. TUTOR,1,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14.0,Sin asistencia sanitaria,439.402.322,4.475.343.883,N,,,
605,2021S016465,18/09/2021,17:30:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,435.678.884,4.475.718.240,N,,,
606,2021S016472,18/09/2021,21:00:00,AVDA. MENENDEZ PELAYO / CALL. PIO BAROJA,65,3,RETIRO,Caída,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,442.557.375,4.473.843.155,N,,,
607,2021S016514,18/09/2021,11:20:00,"CTRA. EL PARDO, 41",41,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6.0,Asistencia sanitaria inmediata en centro de salud o mutua,436.297.002,4.481.681.707,N,,,
608,2021S016543,19/09/2021,15:15:00,GLORIETA ALONSO MARTÍNEZ NUM. 1,1,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14.0,Sin asistencia sanitaria,440.969.354,4.475.452.613,N,,,
609,2021S016544,18/09/2021,20:55:00,"CALL. PEDRO RICO, 43",43,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,440.640.852,4.481.623.390,N,,,
610,2021S016550,19/09/2021,14:50:00,"CALL. VIRGEN DE LLUC, 58",58,15,CIUDAD LINEAL,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,,,444.881.580,4.476.263.522,N,,,
611,2021S016582,19/09/2021,21:15:00,"AVDA. CANILLEJAS A VICALVARO, 167",167,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,448.184.781,4.474.496.582,N,,,
612,2021S016593,19/09/2021,14:00:00,CALL. PIROTECNIA / AVDA. PARQUE,49,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7.0,Asistencia sanitaria sólo en el lugar del accidente,450.240.091,4.471.679.814,N,,,
613,2021S016614,20/09/2021,1:38:00,"GTA. PIRAMIDES, 5",5,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,5.0,Asistencia sanitaria ambulatoria con posterioridad,439.325.710,4.472.536.643,N,,,
614,2021S016647,20/09/2021,22:56:00,"CALL. VIA LUSITANA, 25",25,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2.0,Ingreso inferior o igual a 24 horas,437.860.865,4.469.630.180,S,,,
615,2021S016660,17/09/2021,9:04:00,"CALL. LUIS MARTINEZ FEDUCHI, 1",1,16,HORTALEZA,Colisión frontal,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1.0,Atención en urgencias sin posterior ingreso,446.513.633,4.483.358.195,N,,,
616,2021S016676,21/09/2021,12:05:00,"CALL. TORREJON DE LA CALZADA, 75",75,19,VICÁLVARO,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,3.0,Ingreso superior a 24 horas,451.014.790,4.473.059.099,N,,,
