ID_Cliente,FechaCompra,CategoriaProducto,Cantidad,ValorUnitario,Descuento
C0139,2025-07-02,Tecnología,2,28547.0,0.2
C0139,2025-05-29,Tecnología,4,29475.0,0.0
C0139,2025-10-21,Servicios,3,43649.0,0.05
C0140,2025-03-11,Tecnología,3,137184.0,0.1
C0141,2025-12-11,Alimentos,1,81927.0,0.0
C0141,2025-08-25,Servicios,3,161547.0,0.2
C0141,2025-12-15,Servicios,1,76156.0,0.1
C0141,2025-07-07,Moda,2,74404.0,0.0
C0141,2025-03-31,Servicios,3,170730.0,0.0
C0142,2025-01-31,Alimentos,1,127132.0,0.0
C0142,2025-04-11,Tecnología,1,27026.0,0.0
C0142,2025-12-01,Tecnología,2,302088.0,0.1
C0142,2025-07-09,Tecnología,1,233406.0,0.0
C0143,2025-08-27,Servicios,3,288688.0,0.1
C0143,2025-09-02,Moda,4,280420.0,0.0
C0143,2025-08-05,Hogar,2,175450.0,0.0
C0144,2025-09-06,Servicios,3,107585.0,0.05
C0144,2025-08-27,Alimentos,3,27732.0,0.0
C0145,2025-05-08,Servicios,4,230678.0,0.0
C0145,2025-08-08,Alimentos,1,41278.0,0.15
C0145,2025-10-14,Moda,2,66846.0,0.0
C0145,2025-09-21,Alimentos,3,43949.0,0.0
C0145,2025-10-13,Hogar,2,39025.0,0.1
C0145,2025-03-01,Hogar,3,227144.0,0.15
C0145,2025-05-02,Servicios,2,120194.0,0.15
C0145,2025-10-15,Hogar,2,47504.0,0.0
C0145,2025-07-31,Moda,3,82698.0,0.1
C0146,2025-05-30,Moda,1,81345.0,0.2
C0146,2025-03-17,Tecnología,2,24295.0,0.0
C0146,2025-07-21,Moda,1,175120.0,0.05
C0146,2025-01-30,Tecnología,4,41327.0,0.0
C0146,2025-01-25,Hogar,2,39764.0,0.0
C0146,2025-05-07,Tecnología,1,228462.0,0.0
C0146,2025-09-23,Moda,3,82744.0,0.2
C0147,2025-05-01,Hogar,2,233870.0,0.0
C0147,2025-08-31,Hogar,3,205643.0,0.2
C0147,2025-12-30,Moda,3,48840.0,0.0
C0148,2025-03-04,Alimentos,4,212930.0,0.1
C0148,2025-09-10,Tecnología,4,141231.0,0.2
C0148,2025-07-27,Alimentos,4,246245.0,0.15
C0148,2025-05-31,Hogar,3,215686.0,0.1
C0148,2025-10-12,Moda,3,135303.0,0.05
C0148,2025-04-16,Servicios,4,207732.0,0.0
C0149,2025-06-13,Hogar,2,39270.0,0.0
C0150,2025-11-14,Servicios,4,246231.0,0.0
C0150,2025-11-25,Moda,3,236553.0,0.1
C0151,2025-05-06,Moda,1,279627.0,0.0
C0151,2025-10-17,Servicios,2,22812.0,0.2
C0151,2025-05-27,Hogar,2,75679.0,0.15
C0151,2025-12-05,Servicios,4,46069.0,0.0
C0152,2025-04-17,Tecnología,3,209125.0,0.0
C0152,2025-11-02,Alimentos,3,30149.0,0.2
C0152,2025-11-17,Alimentos,1,52496.0,0.05
C0152,2025-09-17,Alimentos,3,43431.0,0.0
C0153,2025-07-01,Hogar,1,48606.0,0.0
C0153,2025-06-15,Alimentos,1,186413.0,0.2
C0153,2025-08-13,Servicios,4,27772.0,0.0
C0154,2025-08-30,Moda,3,31219.0,0.0
C0154,2025-03-30,Hogar,4,25903.0,0.0
C0155,2025-03-01,Hogar,1,74848.0,0.0
C0155,2025-06-08,Tecnología,2,39158.0,0.15
C0156,2025-11-30,Servicios,2,292521.0,0.15
C0156,2025-05-30,Alimentos,1,136888.0,0.1
C0156,2025-12-22,Tecnología,4,29625.0,0.05
C0157,2025-05-29,Moda,2,285378.0,0.0
C0157,2025-03-28,Servicios,3,225958.0,0.0
C0157,2025-06-18,Alimentos,2,160447.0,0.0
C0158,2025-12-19,Servicios,3,69485.0,0.0
C0158,2025-07-09,Servicios,3,129156.0,0.05
C0159,2025-11-21,Alimentos,3,25149.0,0.05
C0159,2025-12-09,Moda,3,256910.0,0.05
C0160,2025-04-21,Tecnología,1,50355.0,0.1
C0160,2025-01-29,Moda,1,80178.0,0.1
C0160,2025-12-30,Alimentos,4,171486.0,0.1
C0160,2025-08-31,Moda,2,76837.0,0.0
C9999,2025-08-10,Tecnología,1,150000.0,0.05
C8888,2025-09-12,Servicios,2,60000.0,0.0
C0159,2025-11-21,Alimentos,3,25149.0,0.05
C0083,2025-03-28,Alimentos,2,128178.0,0.0
C0007,2025-09-21,Servicios,3,69953.0,0.0
